ID,Warehouse Block,Shipment Mode,Customer Care Calls,Customer Rating,Product Cost,Previous Orders,Product Priority,Gender,Discount Offered,Shipment Weight (g),Delivery Status,
3748,B,Ship,2,3,187,2,medium,female,10.0%,5957,Delayed,
3749,C,Ship,3,4,250,2,medium,male,1.0%,4922,On Time,
3750,F,Ship,4,4,273,2,low,male,9.0%,5151,Delayed,
3751,D,Ship,3,5,224,2,low,female,10.0%,4445,Delayed,
3752,F,Ship,3,2,195,2,medium,male,8.0%,4365,Delayed,
3753,A,Ship,4,2,148,2,low,male,9.0%,4334,Delayed,
3754,B,Ship,3,4,181,2,medium,female,4.0%,4629,Delayed,
3755,C,Ship,5,1,111,4,high,female,2.0%,5978,On Time,
3756,F,Ship,3,2,181,3,medium,female,9.0%,4163,Delayed,
3757,D,Ship,3,2,108,4,low,female,5.0%,4787,Delayed,
3758,F,Ship,4,5,188,5,low,female,1.0%,5999,On Time,
3759,A,Ship,6,3,231,4,low,female,7.0%,4553,On Time,
3760,B,Ship,2,3,230,3,low,female,4.0%,5127,Delayed,
3761,C,Ship,4,3,197,2,low,male,7.0%,5449,Delayed,
3762,F,Ship,3,1,252,3,high,female,6.0%,5101,Delayed,
3763,D,Ship,6,4,237,5,medium,female,2.0%,5437,On Time,
3764,F,Ship,4,4,182,3,medium,female,8.0%,5453,On Time,
3765,A,Ship,5,4,241,3,high,male,6.0%,4157,Delayed,
3766,B,Ship,4,4,247,2,medium,female,6.0%,5833,On Time,
3767,C,Ship,5,2,156,4,low,male,8.0%,5014,Delayed,
3768,F,Ship,5,4,189,3,low,male,7.0%,4741,On Time,
3769,D,Ship,4,1,240,4,low,male,9.0%,4471,On Time,
3770,F,Ship,3,1,196,3,medium,male,8.0%,4516,Delayed,
3771,A,Ship,3,5,157,3,low,male,7.0%,5100,Delayed,
3772,B,Ship,2,2,203,4,medium,male,10.0%,5764,Delayed,
3773,C,Ship,3,5,156,8,medium,female,9.0%,4733,On Time,
3774,F,Ship,3,3,172,6,medium,female,5.0%,5366,On Time,
3775,D,Ship,4,2,204,2,low,female,1.0%,4533,Delayed,
3776,F,Ship,4,2,283,7,high,female,9.0%,5252,On Time,
3777,A,Ship,4,4,257,10,medium,male,4.0%,4710,Delayed,
3778,B,Ship,2,4,147,2,medium,male,3.0%,5136,On Time,
3779,C,Ship,4,2,229,3,low,female,6.0%,5691,On Time,
3780,F,Ship,2,1,111,2,low,female,1.0%,4296,On Time,
3781,D,Ship,3,3,231,2,high,female,8.0%,5021,Delayed,
3782,F,Ship,4,1,197,3,low,female,6.0%,5032,Delayed,
3783,A,Ship,4,1,157,2,medium,female,5.0%,5647,Delayed,
3784,B,Ship,3,3,201,10,high,male,10.0%,5281,Delayed,
3785,C,Ship,4,3,247,10,high,male,10.0%,5644,Delayed,
3786,F,Ship,5,5,184,3,low,female,5.0%,5045,Delayed,
3787,D,Ship,3,2,144,10,high,female,3.0%,5000,Delayed,
3788,F,Ship,3,4,245,4,low,male,9.0%,4139,Delayed,
3789,A,Ship,3,3,163,3,low,male,5.0%,5638,Delayed,
3790,B,Ship,3,1,154,10,medium,female,3.0%,4524,Delayed,
3791,C,Ship,4,2,245,2,low,male,8.0%,5871,On Time,
3792,F,Ship,3,3,268,10,medium,male,2.0%,5626,On Time,
3793,D,Ship,4,1,180,3,low,female,1.0%,5677,Delayed,
3794,F,Ship,2,2,230,3,low,female,7.0%,4889,Delayed,
3795,A,Ship,4,1,197,2,low,female,2.0%,5685,Delayed,
3796,B,Ship,3,5,252,3,high,female,4.0%,4248,Delayed,
3797,C,Ship,6,4,237,5,medium,female,10.0%,5434,Delayed,
3798,F,Ship,4,2,182,3,medium,male,7.0%,4710,On Time,
3799,D,Ship,5,1,241,3,high,male,8.0%,5306,On Time,
3800,F,Ship,4,3,247,2,medium,female,3.0%,4862,On Time,
3801,A,Ship,5,4,156,4,low,male,1.0%,5533,On Time,
3802,B,Ship,5,2,189,3,low,female,1.0%,5965,Delayed,
3803,C,Ship,4,1,240,4,low,female,7.0%,5905,On Time,
3804,F,Ship,3,4,196,3,medium,male,8.0%,5204,Delayed,
3805,D,Ship,3,3,157,3,low,male,9.0%,5807,On Time,
3806,F,Ship,2,1,203,4,medium,female,4.0%,4145,Delayed,
3807,A,Ship,3,2,156,8,medium,male,6.0%,5637,On Time,
3808,B,Ship,3,4,172,6,medium,female,1.0%,4618,Delayed,
3809,C,Ship,4,1,204,2,low,male,7.0%,5795,Delayed,
3810,F,Road,4,3,283,7,high,female,1.0%,4216,On Time,
3811,D,Road,4,3,257,10,medium,female,3.0%,5881,On Time,
3812,F,Road,2,5,147,2,medium,female,8.0%,5499,Delayed,
3813,A,Road,4,3,229,3,low,male,5.0%,5225,On Time,
3814,B,Road,2,5,111,2,low,male,4.0%,4473,On Time,
3815,C,Road,3,4,231,2,high,female,6.0%,4452,Delayed,
3816,F,Road,4,2,197,3,low,male,2.0%,4113,On Time,
3817,D,Road,4,4,157,2,medium,male,8.0%,5398,Delayed,
3818,F,Road,3,4,201,10,high,female,7.0%,4699,Delayed,
3819,A,Road,4,3,247,10,high,male,10.0%,5882,Delayed,
3820,B,Road,5,5,184,3,low,female,2.0%,5800,Delayed,
3821,C,Road,3,4,144,10,high,male,8.0%,4440,Delayed,
3822,F,Road,3,4,245,4,low,male,4.0%,5186,On Time,
3823,D,Road,3,5,163,3,low,male,5.0%,4570,Delayed,
3824,F,Road,3,3,154,10,medium,female,1.0%,5235,On Time,
3825,A,Road,4,2,245,2,low,male,1.0%,5978,Delayed,
3826,B,Road,3,2,268,10,medium,male,9.0%,4483,Delayed,
3827,C,Road,4,3,180,3,low,male,7.0%,5718,Delayed,
3828,F,Road,3,3,182,4,low,male,10.0%,1690,On Time,
3829,D,Road,4,2,164,2,low,female,7.0%,1116,Delayed,
3830,F,Road,6,4,136,3,low,male,2.0%,1187,Delayed,
3831,A,Road,6,2,290,5,medium,male,8.0%,1512,On Time,
3832,B,Flight,6,1,134,3,medium,male,10.0%,1278,On Time,
3833,C,Flight,4,1,215,3,low,female,2.0%,5563,On Time,
3834,F,Flight,4,4,213,4,low,male,2.0%,5857,On Time,
3835,D,Flight,5,2,132,3,medium,female,4.0%,4475,On Time,
3836,F,Flight,3,5,220,4,low,male,2.0%,4313,Delayed,
3837,A,Flight,3,4,215,2,low,female,8.0%,5683,Delayed,
3838,B,Flight,6,5,212,2,low,female,5.0%,4804,On Time,
3839,C,Flight,4,1,190,4,medium,female,5.0%,5570,On Time,
3840,F,Flight,5,2,171,3,low,male,3.0%,4749,On Time,
3841,D,Flight,4,2,153,2,medium,female,4.0%,4069,On Time,
3842,F,Flight,3,1,164,3,medium,male,2.0%,5488,Delayed,
3843,A,Flight,5,4,172,2,low,male,5.0%,4554,On Time,
3844,B,Flight,3,1,199,6,medium,female,7.0%,4805,Delayed,
3845,C,Flight,3,2,163,3,medium,male,6.0%,4323,Delayed,
3846,F,Flight,5,2,263,3,low,male,9.0%,4699,On Time,
3847,D,Flight,3,4,156,3,medium,male,7.0%,4636,Delayed,
3848,F,Flight,4,3,206,4,low,male,1.0%,4596,On Time,
3849,A,Flight,3,4,224,2,low,male,8.0%,4162,Delayed,
3850,B,Flight,3,3,221,2,medium,female,5.0%,4205,On Time,
3851,C,Flight,4,3,221,4,low,female,1.0%,4865,Delayed,
3852,F,Flight,2,3,263,3,medium,female,10.0%,4779,Delayed,
3853,D,Flight,6,4,148,4,low,female,10.0%,5088,Delayed,
3854,F,Ship,3,3,232,3,low,female,9.0%,5016,On Time,
3855,A,Ship,3,1,139,3,medium,female,3.0%,5847,On Time,
3856,B,Ship,3,3,185,4,low,female,6.0%,4015,Delayed,
3857,C,Ship,3,2,183,3,medium,male,9.0%,4282,Delayed,
3858,F,Ship,5,1,245,2,medium,female,2.0%,4882,On Time,
3859,D,Ship,3,3,159,4,medium,male,9.0%,4214,Delayed,
3860,F,Ship,5,2,249,3,medium,male,6.0%,5212,Delayed,
3861,A,Ship,4,5,233,2,medium,male,10.0%,5865,On Time,
3862,B,Ship,4,5,226,2,high,male,2.0%,5881,On Time,
3863,C,Ship,5,1,152,3,medium,female,6.0%,4735,Delayed,
3864,F,Ship,2,4,143,6,medium,female,1.0%,5514,Delayed,
3865,D,Ship,6,2,218,6,medium,male,1.0%,4558,On Time,
3866,F,Ship,3,4,209,3,medium,male,2.0%,4976,Delayed,
3867,A,Ship,2,2,157,2,medium,male,9.0%,5875,Delayed,
3868,B,Ship,4,3,218,2,medium,male,6.0%,4414,On Time,
3869,C,Ship,4,3,235,3,high,female,10.0%,4172,Delayed,
3870,F,Ship,5,5,253,2,medium,female,2.0%,4364,Delayed,
3871,D,Ship,3,2,211,3,high,male,7.0%,4145,On Time,
3872,F,Ship,4,2,265,4,medium,male,3.0%,4283,On Time,
3873,A,Ship,4,2,201,3,medium,male,7.0%,5967,On Time,
3874,B,Ship,4,5,216,3,medium,male,1.0%,5167,On Time,
3875,C,Ship,2,5,176,3,low,female,4.0%,5463,Delayed,
3876,F,Ship,4,5,155,3,medium,male,8.0%,4924,Delayed,
3877,D,Ship,4,4,266,2,low,female,2.0%,4290,Delayed,
3878,F,Ship,4,3,250,6,medium,male,7.0%,5115,On Time,
3879,A,Ship,5,2,205,4,low,male,6.0%,5486,Delayed,
3880,B,Ship,5,2,175,3,low,male,1.0%,4019,Delayed,
3881,C,Ship,3,2,260,4,high,female,3.0%,4423,Delayed,
3882,F,Ship,3,2,157,3,high,female,1.0%,5398,Delayed,
3883,D,Ship,5,3,282,3,medium,male,5.0%,4644,On Time,
3884,F,Ship,3,4,238,3,medium,female,8.0%,5337,On Time,
3885,A,Ship,3,4,187,2,medium,male,4.0%,5139,On Time,
3886,B,Ship,3,3,104,5,low,female,5.0%,4643,Delayed,
3887,C,Ship,5,4,230,3,low,male,1.0%,4727,Delayed,
3888,F,Ship,4,3,174,2,low,male,10.0%,5554,Delayed,
3889,D,Ship,5,3,237,2,medium,male,3.0%,5113,Delayed,
3890,F,Ship,3,1,202,2,medium,female,7.0%,4506,On Time,
3891,A,Ship,3,1,204,3,medium,male,4.0%,5900,On Time,
3892,B,Ship,3,4,243,2,high,male,7.0%,4024,Delayed,
3893,C,Ship,4,1,165,2,medium,female,5.0%,5014,On Time,
3894,F,Ship,2,4,169,4,low,female,3.0%,4968,On Time,
3895,D,Ship,2,3,197,3,low,female,7.0%,4632,Delayed,
3896,F,Ship,5,5,263,2,medium,male,8.0%,4350,Delayed,
3897,A,Ship,4,1,247,2,low,male,3.0%,4113,Delayed,
3898,B,Ship,4,4,207,3,low,male,9.0%,4314,Delayed,
3899,C,Ship,4,4,155,2,medium,female,9.0%,4932,On Time,
3900,F,Ship,4,5,174,2,low,male,10.0%,5764,Delayed,
3901,D,Ship,3,2,220,3,medium,male,8.0%,4148,Delayed,
3902,F,Ship,5,5,192,3,medium,male,5.0%,4942,On Time,
3903,A,Ship,5,3,231,3,medium,female,2.0%,4735,Delayed,
3904,B,Ship,4,1,237,3,low,female,10.0%,5381,Delayed,
3905,C,Ship,4,1,187,3,medium,male,8.0%,5872,Delayed,
3906,F,Ship,5,4,141,4,high,female,5.0%,5444,On Time,
3907,D,Ship,4,4,272,5,low,female,3.0%,5243,Delayed,
3908,F,Ship,3,1,229,3,low,male,5.0%,4971,On Time,
3909,A,Ship,4,2,173,2,medium,male,9.0%,4307,Delayed,
3910,B,Ship,2,1,271,2,low,male,7.0%,5875,Delayed,
3911,C,Ship,4,5,246,3,medium,female,7.0%,4956,Delayed,
3912,F,Ship,4,3,104,4,medium,male,3.0%,4548,Delayed,
3913,D,Ship,4,4,121,5,low,female,8.0%,4233,On Time,
3914,F,Ship,3,3,212,3,medium,female,10.0%,5935,Delayed,
3915,A,Ship,3,1,139,5,medium,female,5.0%,4572,Delayed,
3916,B,Ship,3,4,250,3,low,male,10.0%,5688,Delayed,
3917,C,Ship,4,4,272,2,low,male,10.0%,4826,On Time,
3918,F,Ship,6,1,160,5,medium,male,8.0%,5982,Delayed,
3919,D,Ship,5,1,170,4,low,female,4.0%,4855,On Time,
3920,F,Ship,4,1,260,2,low,female,1.0%,5001,On Time,
3921,A,Ship,2,1,168,3,low,female,7.0%,4008,Delayed,
3922,B,Ship,4,2,261,2,medium,male,7.0%,5764,Delayed,
3923,C,Ship,5,4,117,3,medium,female,4.0%,5332,Delayed,
3924,F,Ship,4,2,151,4,medium,female,5.0%,5469,Delayed,
3925,D,Ship,5,1,181,2,medium,female,4.0%,5578,On Time,
3926,F,Ship,6,1,251,4,low,male,2.0%,5656,Delayed,
3927,A,Ship,2,3,178,3,medium,female,8.0%,4451,On Time,
3928,B,Ship,3,1,227,3,low,male,10.0%,4305,On Time,
3929,C,Ship,4,3,206,4,medium,male,1.0%,4812,On Time,
3930,F,Ship,4,4,181,4,low,male,4.0%,5767,Delayed,
3931,D,Ship,4,5,117,5,medium,female,1.0%,4378,Delayed,
3932,F,Ship,2,4,187,6,medium,female,9.0%,4388,Delayed,
3933,A,Ship,5,3,219,4,medium,male,5.0%,4096,Delayed,
3934,B,Ship,6,3,280,3,low,male,7.0%,4620,On Time,
3935,C,Ship,6,5,178,3,low,female,5.0%,4096,Delayed,
3936,F,Ship,3,1,139,2,medium,male,3.0%,4226,Delayed,
3937,D,Ship,3,5,137,2,low,female,6.0%,5709,On Time,
3938,F,Ship,5,3,248,2,low,female,6.0%,5863,On Time,
3939,A,Ship,3,5,259,3,low,female,10.0%,5978,Delayed,
3940,B,Ship,4,5,139,3,medium,male,5.0%,5126,Delayed,
3941,C,Ship,3,5,267,2,medium,male,4.0%,4703,Delayed,
3942,F,Ship,3,5,271,4,medium,male,1.0%,5852,On Time,
3943,D,Ship,5,1,181,4,medium,female,4.0%,5505,Delayed,
3944,F,Ship,4,5,222,2,medium,male,2.0%,4425,Delayed,
3945,A,Ship,3,5,159,2,medium,male,6.0%,5804,Delayed,
3946,B,Ship,3,4,238,2,medium,male,3.0%,4930,Delayed,
3947,C,Road,5,3,256,6,medium,female,5.0%,5614,On Time,
3948,F,Road,4,2,202,3,low,male,9.0%,4955,Delayed,
3949,D,Road,4,1,258,3,medium,male,2.0%,4188,Delayed,
3950,F,Road,4,5,174,3,medium,female,8.0%,5576,Delayed,
3951,A,Road,4,3,270,2,low,male,7.0%,5814,Delayed,
3952,B,Road,4,1,215,3,low,male,9.0%,4551,Delayed,
3953,C,Road,3,1,254,4,medium,male,9.0%,4571,Delayed,
3954,F,Road,6,4,253,2,low,female,9.0%,5972,Delayed,
3955,D,Road,3,2,269,4,medium,male,1.0%,5797,Delayed,
3956,F,Road,4,1,224,5,low,female,7.0%,5738,Delayed,
3957,A,Road,3,1,157,3,medium,male,1.0%,4391,Delayed,
3958,B,Road,3,3,250,3,low,female,5.0%,4625,Delayed,
3959,C,Road,6,1,132,4,medium,male,5.0%,5235,On Time,
3960,F,Road,5,2,256,3,medium,male,6.0%,5604,On Time,
3961,D,Road,4,2,237,3,low,male,1.0%,5114,Delayed,
3962,F,Road,5,1,199,2,medium,male,7.0%,4660,On Time,
3963,A,Road,3,4,186,3,medium,male,7.0%,4536,Delayed,
3964,B,Road,4,5,213,3,medium,female,7.0%,4114,Delayed,
3965,C,Road,3,1,260,2,medium,female,6.0%,4332,Delayed,
3966,F,Road,6,1,247,3,low,male,1.0%,4637,On Time,
3967,D,Road,4,3,178,2,medium,female,9.0%,4322,On Time,
3968,F,Road,3,1,135,2,low,male,7.0%,5682,Delayed,
3969,A,Flight,3,3,234,3,medium,female,3.0%,4187,On Time,
3970,B,Flight,4,5,214,3,high,female,1.0%,4004,Delayed,
3971,C,Flight,4,1,174,3,low,female,8.0%,5549,Delayed,
3972,F,Flight,5,5,262,2,medium,male,8.0%,4283,Delayed,
3973,D,Flight,4,1,180,3,high,female,5.0%,4346,Delayed,
3974,F,Flight,5,2,165,2,medium,female,6.0%,4819,On Time,
3975,A,Flight,4,1,150,3,low,female,10.0%,4470,Delayed,
3976,B,Flight,5,4,227,2,low,female,9.0%,5706,On Time,
3977,C,Flight,5,1,220,3,medium,male,8.0%,5727,On Time,
3978,F,Flight,5,5,255,2,medium,male,1.0%,4604,On Time,
3979,D,Flight,3,2,202,2,medium,male,5.0%,5135,On Time,
3980,F,Flight,4,4,261,3,medium,male,2.0%,4140,Delayed,
3981,A,Flight,5,3,244,2,low,male,5.0%,4713,Delayed,
3982,B,Flight,4,2,173,3,medium,female,1.0%,5128,Delayed,
3983,C,Flight,3,2,224,3,medium,male,1.0%,5343,On Time,
3984,F,Flight,4,4,263,2,medium,male,2.0%,5797,On Time,
3985,D,Flight,5,1,160,5,low,female,1.0%,4672,Delayed,
3986,F,Flight,6,2,106,5,low,male,9.0%,4038,On Time,
3987,A,Flight,3,2,227,2,medium,male,9.0%,4659,Delayed,
3988,B,Flight,3,5,257,2,low,male,2.0%,5251,On Time,
3989,C,Flight,3,1,155,3,medium,female,6.0%,5113,On Time,
3990,F,Flight,3,4,212,3,low,female,8.0%,5214,Delayed,
3991,D,Ship,6,3,205,3,low,male,10.0%,4996,Delayed,
3992,F,Ship,3,4,211,3,low,female,6.0%,5890,Delayed,
3993,A,Ship,5,4,178,5,low,female,9.0%,4729,On Time,
3994,B,Ship,3,3,221,3,high,male,5.0%,4568,On Time,
3995,C,Ship,3,3,253,4,low,female,9.0%,4682,On Time,
3996,F,Ship,3,1,185,2,medium,male,8.0%,5430,On Time,
3997,D,Ship,3,3,160,2,high,male,6.0%,5667,Delayed,
3998,F,Ship,3,4,173,2,low,male,5.0%,4402,Delayed,
3999,A,Ship,3,3,256,3,medium,male,8.0%,4070,Delayed,
4000,B,Ship,3,4,134,3,high,female,6.0%,5680,Delayed,
4001,C,Ship,4,5,160,6,low,female,4.0%,4684,On Time,
4002,F,Ship,2,3,205,3,low,male,1.0%,5137,Delayed,
4003,D,Ship,4,1,202,3,low,male,4.0%,4029,Delayed,
4004,F,Ship,2,2,158,3,medium,female,2.0%,4153,Delayed,
4005,A,Ship,4,3,233,3,medium,male,4.0%,5259,Delayed,
4006,B,Ship,3,3,163,2,high,female,10.0%,5364,On Time,
4007,C,Ship,4,4,202,4,medium,male,4.0%,4053,Delayed,
4008,F,Ship,5,2,229,3,low,male,1.0%,5189,On Time,
4009,D,Ship,5,4,120,4,high,male,1.0%,4183,Delayed,
4010,F,Ship,5,1,185,2,medium,female,10.0%,5973,On Time,
4011,A,Ship,2,5,154,3,medium,female,1.0%,4377,Delayed,
4012,B,Ship,2,4,238,3,medium,male,4.0%,5782,On Time,
4013,C,Ship,4,2,179,3,low,male,3.0%,5284,Delayed,
4014,F,Ship,4,5,237,2,medium,female,10.0%,4963,Delayed,
4015,D,Ship,4,1,234,3,low,female,8.0%,4996,Delayed,
4016,F,Ship,2,5,116,3,low,female,1.0%,4091,On Time,
4017,A,Ship,4,5,157,4,low,female,8.0%,4344,On Time,
4018,B,Ship,4,2,151,3,medium,male,8.0%,4390,On Time,
4019,C,Ship,3,5,160,3,medium,female,1.0%,5062,Delayed,
4020,F,Ship,3,5,226,3,low,male,8.0%,5203,On Time,
4021,D,Ship,2,5,254,3,low,male,6.0%,5684,Delayed,
4022,F,Ship,3,5,194,3,low,male,8.0%,5726,On Time,
4023,A,Ship,5,5,194,4,medium,female,4.0%,4003,Delayed,
4024,B,Ship,3,4,175,3,low,male,6.0%,5503,Delayed,
4025,C,Ship,4,1,228,2,medium,female,9.0%,4091,Delayed,
4026,F,Ship,3,3,240,3,low,female,4.0%,5056,On Time,
4027,D,Ship,2,1,166,3,medium,female,8.0%,4255,On Time,
4028,F,Ship,4,5,249,2,medium,female,10.0%,4562,Delayed,
4029,A,Ship,4,1,261,3,medium,male,7.0%,4314,On Time,
4030,B,Ship,4,1,209,2,low,female,10.0%,5066,Delayed,
4031,C,Ship,3,2,154,2,medium,male,4.0%,5864,Delayed,
4032,F,Ship,6,5,98,3,low,female,8.0%,5946,Delayed,
4033,D,Ship,3,5,193,3,medium,male,2.0%,4784,Delayed,
4034,F,Ship,3,5,169,3,low,female,6.0%,5397,Delayed,
4035,A,Ship,5,4,227,2,medium,male,3.0%,5904,Delayed,
4036,B,Ship,3,3,150,2,medium,male,6.0%,4170,On Time,
4037,C,Ship,5,4,260,6,medium,male,8.0%,5440,On Time,
4038,F,Ship,5,5,243,6,medium,female,9.0%,4587,Delayed,
4039,D,Ship,2,4,271,8,medium,female,10.0%,4183,Delayed,
4040,F,Ship,4,3,129,6,medium,female,5.0%,5626,Delayed,
4041,A,Ship,3,2,228,3,medium,female,4.0%,4208,Delayed,
4042,B,Ship,5,5,243,2,low,male,9.0%,4669,On Time,
4043,C,Ship,2,3,187,3,medium,female,6.0%,5547,Delayed,
4044,F,Ship,3,3,185,3,medium,female,10.0%,4387,Delayed,
4045,D,Ship,2,1,228,3,high,female,1.0%,5500,On Time,
4046,F,Ship,5,1,248,8,low,female,2.0%,4023,On Time,
4047,A,Ship,4,5,233,4,low,female,6.0%,4652,Delayed,
4048,B,Ship,4,3,151,3,medium,female,8.0%,4025,On Time,
4049,C,Ship,5,2,160,3,high,male,3.0%,4599,Delayed,
4050,F,Ship,3,5,265,3,medium,male,4.0%,4268,On Time,
4051,D,Ship,3,3,229,7,high,female,4.0%,5075,On Time,
4052,F,Ship,6,3,144,7,high,female,8.0%,5646,On Time,
4053,A,Ship,3,5,172,10,high,female,1.0%,4929,On Time,
4054,B,Ship,3,5,273,10,medium,female,5.0%,4608,Delayed,
4055,C,Ship,3,3,182,4,low,male,7.0%,1869,On Time,
4056,F,Ship,4,3,164,2,low,female,3.0%,1376,Delayed,
4057,D,Ship,3,1,240,3,low,female,4.0%,5484,On Time,
4058,F,Ship,2,1,166,3,medium,male,6.0%,4280,Delayed,
4059,A,Ship,4,2,249,2,medium,female,7.0%,5876,On Time,
4060,B,Ship,4,3,261,3,medium,male,1.0%,4590,Delayed,
4061,C,Ship,4,5,209,2,low,female,8.0%,4047,Delayed,
4062,F,Ship,3,5,154,2,medium,male,6.0%,4744,Delayed,
4063,D,Ship,6,3,98,3,low,female,8.0%,4651,On Time,
4064,F,Ship,3,5,193,3,medium,female,9.0%,4982,Delayed,
4065,A,Ship,3,1,169,3,low,female,6.0%,4081,On Time,
4066,B,Ship,5,4,227,2,medium,male,10.0%,4734,Delayed,
4067,C,Ship,3,5,150,2,medium,male,10.0%,5944,Delayed,
4068,F,Ship,5,3,260,6,medium,female,10.0%,4986,Delayed,
4069,D,Ship,5,4,243,6,medium,female,1.0%,4170,On Time,
4070,F,Ship,2,1,271,8,medium,female,5.0%,4924,Delayed,
4071,A,Ship,4,4,129,6,medium,female,7.0%,4873,On Time,
4072,B,Ship,3,3,228,3,medium,female,8.0%,4927,Delayed,
4073,C,Ship,5,3,243,2,low,female,9.0%,4828,On Time,
4074,F,Ship,2,1,187,3,medium,female,3.0%,5922,Delayed,
4075,D,Ship,3,3,185,3,medium,male,4.0%,4111,On Time,
4076,F,Ship,2,3,228,3,high,male,5.0%,4663,Delayed,
4077,A,Ship,5,2,248,8,low,female,10.0%,4583,Delayed,
4078,B,Ship,4,5,233,4,low,female,6.0%,4705,On Time,
4079,C,Ship,4,5,151,3,medium,female,10.0%,5275,Delayed,
4080,F,Ship,5,4,160,3,high,male,2.0%,5876,Delayed,
4081,D,Ship,3,4,265,3,medium,female,7.0%,5113,Delayed,
4082,F,Ship,3,2,229,7,high,male,3.0%,5584,Delayed,
4083,A,Ship,6,2,144,7,high,male,1.0%,5501,Delayed,
4084,B,Road,3,4,172,10,high,male,9.0%,4883,Delayed,
4085,C,Road,3,3,273,10,medium,female,10.0%,5574,On Time,
4086,F,Road,3,5,182,4,low,male,6.0%,1272,On Time,
4087,D,Road,4,4,164,2,low,female,9.0%,1949,On Time,
4088,F,Road,3,5,268,2,medium,male,5.0%,1707,Delayed,
4089,A,Road,3,3,218,4,medium,female,4.0%,1678,On Time,
4090,B,Road,5,3,236,2,medium,male,6.0%,1329,On Time,
4091,C,Road,3,4,188,4,low,male,2.0%,1059,On Time,
4092,F,Road,4,2,277,5,medium,female,8.0%,1335,Delayed,
4093,D,Road,6,1,127,3,low,female,8.0%,5976,On Time,
4094,F,Road,5,1,143,3,low,male,5.0%,5146,On Time,
4095,A,Road,6,1,192,6,medium,male,7.0%,4014,On Time,
4096,B,Road,4,2,239,2,medium,female,9.0%,4360,Delayed,
4097,C,Road,3,5,215,3,low,male,4.0%,4828,On Time,
4098,F,Road,6,1,139,5,medium,male,1.0%,4243,Delayed,
4099,D,Road,3,2,250,3,medium,female,4.0%,5361,Delayed,
4100,F,Road,3,1,187,3,medium,female,1.0%,5541,Delayed,
4101,A,Road,2,1,151,3,low,female,5.0%,5982,On Time,
4102,B,Road,3,5,181,3,medium,male,9.0%,4191,Delayed,
4103,C,Road,4,4,170,5,low,male,5.0%,4823,On Time,
4104,F,Road,4,3,139,3,low,female,1.0%,4986,Delayed,
4105,D,Road,4,4,186,2,low,female,1.0%,4519,Delayed,
4106,F,Flight,3,2,273,3,medium,female,2.0%,4948,Delayed,
4107,A,Flight,6,1,274,5,low,female,8.0%,4292,On Time,
4108,B,Flight,3,5,108,2,low,female,10.0%,5559,On Time,
4109,C,Flight,3,5,132,3,medium,female,4.0%,4212,Delayed,
4110,F,Flight,4,1,223,3,medium,female,4.0%,4972,On Time,
4111,D,Flight,3,2,240,3,medium,male,2.0%,4804,Delayed,
4112,F,Flight,3,5,106,2,low,female,3.0%,5615,Delayed,
4113,A,Flight,5,4,143,5,medium,female,5.0%,4393,On Time,
4114,B,Flight,5,1,238,2,medium,male,5.0%,5441,On Time,
4115,C,Flight,2,1,156,3,medium,male,3.0%,5937,Delayed,
4116,F,Flight,4,2,203,3,low,female,9.0%,5296,On Time,
4117,D,Flight,3,4,259,4,medium,female,5.0%,4564,On Time,
4118,F,Flight,4,4,225,3,low,male,10.0%,4486,Delayed,
4119,A,Flight,4,5,154,3,medium,female,9.0%,5208,Delayed,
4120,B,Flight,5,2,227,3,medium,male,2.0%,4058,On Time,
4121,C,Flight,4,3,208,2,medium,female,1.0%,5826,Delayed,
4122,F,Flight,5,3,255,3,medium,female,8.0%,5983,Delayed,
4123,D,Flight,4,1,218,2,low,male,7.0%,4597,Delayed,
4124,F,Flight,3,5,184,3,medium,male,1.0%,4161,Delayed,
4125,A,Flight,4,1,233,2,low,male,7.0%,4403,On Time,
4126,B,Flight,3,5,230,4,medium,female,2.0%,5916,On Time,
4127,C,Flight,4,3,249,3,low,male,5.0%,5017,On Time,
4128,F,Ship,5,2,176,4,low,male,2.0%,4893,Delayed,
4129,D,Ship,4,2,272,4,low,male,3.0%,5566,Delayed,
4130,F,Ship,4,4,192,2,low,male,7.0%,4151,Delayed,
4131,A,Ship,6,3,100,4,low,male,3.0%,5756,Delayed,
4132,B,Ship,2,1,271,6,low,female,2.0%,4237,On Time,
4133,C,Ship,4,5,165,3,high,male,5.0%,4735,Delayed,
4134,F,Ship,3,4,124,4,medium,female,10.0%,5011,Delayed,
4135,D,Ship,4,1,193,4,low,female,4.0%,4796,Delayed,
4136,F,Ship,3,2,156,3,medium,male,2.0%,4681,Delayed,
4137,A,Ship,5,3,170,3,medium,male,10.0%,4198,Delayed,
4138,B,Ship,2,3,243,5,medium,male,5.0%,4750,On Time,
4139,C,Ship,3,4,163,2,low,female,7.0%,5720,Delayed,
4140,F,Ship,4,3,201,2,low,female,4.0%,4955,On Time,
4141,D,Ship,3,5,232,3,low,male,10.0%,5333,Delayed,
4142,F,Ship,3,3,214,3,medium,female,2.0%,4964,On Time,
4143,A,Ship,3,1,149,2,medium,female,7.0%,4147,On Time,
4144,B,Ship,3,4,122,3,high,female,10.0%,4880,Delayed,
4145,C,Ship,3,3,253,4,low,male,2.0%,5040,On Time,
